Tahmin Tarihi,Kurum,Analist,Format,Belge Adı,Varlık,Vade,Hedef Tarihi,Spot Fiyat,Hedef Fiyat,Analiz Tezi,Gerçekleşen Fiyat,Sapma (pip),Yön İsabeti
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CNY,+6M,2026-03-19,8.37,8.53,EUR/CNY yükseliş beklentisi; spot 8.37,7.93,-6021 pip (-7.06%),❌
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CNY,+12M,2026-09-19,8.37,8.61,EUR/CNY yükseliş beklentisi; spot 8.37,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CNY,+1M,2025-12-18,8.25,8.17,EUR/CNY yükseliş beklentisi; spot 8.25,8.25,800 pip (0.98%),⚠️
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CNY,+3M,2026-02-18,8.25,8.35,EUR/CNY yükseliş beklentisi; spot 8.25,8.20,-1500 pip (-1.80%),❌
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CNY,+6M,2026-05-18,8.25,8.46,EUR/CNY yükseliş beklentisi; spot 8.25,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CNY,+12M,2026-11-18,8.25,8.54,EUR/CNY yükseliş beklentisi; spot 8.25,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CNY,+1M,2026-01-19,8.25,8.24,EUR/CNY yükseliş beklentisi; spot 8.25,8.09,-1500 pip (-1.82%),✅
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CNY,+3M,2026-03-19,8.25,8.35,EUR/CNY yükseliş beklentisi; spot 8.25,7.97,-3800 pip (-4.55%),❌
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CNY,+6M,2026-06-19,8.25,8.47,EUR/CNY yükseliş beklentisi; spot 8.25,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CNY,+12M,2026-12-19,8.25,8.55,EUR/CNY yükseliş beklentisi; spot 8.25,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CNY,+1M,2026-02-19,8.09,8.15,EUR/CNY yükseliş beklentisi; spot 8.09,8.20,500 pip (0.61%),✅
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CNY,+3M,2026-04-19,8.09,8.27,EUR/CNY yükseliş beklentisi; spot 8.09,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CNY,+6M,2026-07-19,8.09,8.35,EUR/CNY yükseliş beklentisi; spot 8.09,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CNY,+12M,2027-01-19,8.09,8.36,EUR/CNY yükseliş beklentisi; spot 8.09,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CNY,+1M,2026-03-17,8.20,8.19,EUR/CNY yükseliş beklentisi; spot 8.2,7.97,-2200 pip (-2.69%),✅
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CNY,+3M,2026-05-17,8.20,8.29,EUR/CNY yükseliş beklentisi; spot 8.2,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CNY,+6M,2026-08-17,8.20,8.36,EUR/CNY yükseliş beklentisi; spot 8.2,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CNY,+12M,2027-02-17,8.20,8.38,EUR/CNY yükseliş beklentisi; spot 8.2,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CNY,+1M,2026-04-20,7.97,7.77,EUR/CNY yükseliş beklentisi; spot 7.97,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CNY,+3M,2026-06-20,7.97,7.67,EUR/CNY yükseliş beklentisi; spot 7.97,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CNY,+6M,2026-09-20,7.97,7.96,EUR/CNY yükseliş beklentisi; spot 7.97,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CNY,+12M,2027-03-20,7.97,8.17,EUR/CNY yükseliş beklentisi; spot 7.97,,,⏳
2025-06-23,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/JPY,+1M,2025-07-23,147.00,144.00,Fed indirimi beklentisiyle USD/JPY aşağı yönlü; BoJ sıkılaşması olası,147.00,300 pip (2.08%),⚠️
2025-06-23,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/JPY,+3M,2025-09-23,147.00,142.00,Fed indirimi beklentisiyle USD/JPY aşağı yönlü; BoJ sıkılaşması olası,148.00,600 pip (4.23%),❌
2025-06-23,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/JPY,+6M,2025-12-23,147.00,139.00,Fed indirimi beklentisiyle USD/JPY aşağı yönlü; BoJ sıkılaşması olası,157.00,1800 pip (12.95%),❌
2025-06-23,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/JPY,+12M,2026-06-23,147.00,135.00,Fed indirimi beklentisiyle USD/JPY aşağı yönlü; BoJ sıkılaşması olası,,,⏳
2025-07-22,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD Rebound is Temporary,USD/JPY,+1M,2025-08-22,147.00,148.00,Fed-BoJ faiz farkı daralıyor; USD/JPY düşüş trendi,148.00,0 pip (0.00%),✅
2025-07-22,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD Rebound is Temporary,USD/JPY,+3M,2025-10-22,147.00,146.00,Fed-BoJ faiz farkı daralıyor; USD/JPY düşüş trendi,151.00,500 pip (3.42%),❌
2025-07-22,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD Rebound is Temporary,USD/JPY,+6M,2026-01-22,147.00,143.00,Fed-BoJ faiz farkı daralıyor; USD/JPY düşüş trendi,158.00,1500 pip (10.49%),❌
2025-07-22,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD Rebound is Temporary,USD/JPY,+12M,2026-07-22,147.00,139.00,Fed-BoJ faiz farkı daralıyor; USD/JPY düşüş trendi,,,⏳
2025-08-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/JPY,+1M,2025-09-19,148.00,146.00,Daralan faiz farkı USD/JPY'yi aşağı çekecek,148.00,200 pip (1.37%),⚠️
2025-08-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/JPY,+3M,2025-11-19,148.00,143.00,Daralan faiz farkı USD/JPY'yi aşağı çekecek,155.00,1200 pip (8.39%),❌
2025-08-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/JPY,+6M,2026-02-19,148.00,140.00,Daralan faiz farkı USD/JPY'yi aşağı çekecek,154.00,1400 pip (10.00%),❌
2025-08-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/JPY,+12M,2026-08-19,148.00,138.00,Daralan faiz farkı USD/JPY'yi aşağı çekecek,,,⏳
2025-09-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/JPY,+1M,2025-10-19,148.00,146.00,Fed indirimi döngüsünde USD/JPY düşüş bekleniyor,151.00,500 pip (3.42%),❌
2025-09-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/JPY,+3M,2025-12-19,148.00,143.00,Fed indirimi döngüsünde USD/JPY düşüş bekleniyor,157.00,1400 pip (9.79%),❌
2025-09-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/JPY,+6M,2026-03-19,148.00,140.00,Fed indirimi döngüsünde USD/JPY düşüş bekleniyor,158.00,1800 pip (12.86%),❌
2025-09-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/JPY,+12M,2026-09-19,148.00,138.00,Fed indirimi döngüsünde USD/JPY düşüş bekleniyor,,,⏳
2025-10-21,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/JPY,+1M,2025-11-21,151.00,148.00,USD/JPY yüksek kalmaya devam; Japonya politika belirsizliği,155.00,700 pip (4.73%),❌
2025-10-21,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/JPY,+3M,2026-01-21,151.00,145.00,USD/JPY yüksek kalmaya devam; Japonya politika belirsizliği,158.00,1300 pip (8.97%),❌
2025-10-21,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/JPY,+6M,2026-04-21,151.00,142.00,USD/JPY yüksek kalmaya devam; Japonya politika belirsizliği,,,⏳
2025-10-21,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/JPY,+12M,2026-10-21,151.00,140.00,USD/JPY yüksek kalmaya devam; Japonya politika belirsizliği,,,⏳
2025-11-18,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/JPY,+1M,2025-12-18,155.00,155.00,USD/JPY faiz farkı daralmasıyla aşağı yönlü,157.00,200 pip (1.29%),❌
2025-11-18,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/JPY,+3M,2026-02-18,155.00,152.00,USD/JPY faiz farkı daralmasıyla aşağı yönlü,154.00,200 pip (1.32%),✅
2025-11-18,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/JPY,+6M,2026-05-18,155.00,149.00,USD/JPY faiz farkı daralmasıyla aşağı yönlü,,,⏳
2025-11-18,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/JPY,+12M,2026-11-18,155.00,145.00,USD/JPY faiz farkı daralmasıyla aşağı yönlü,,,⏳
2025-12-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/JPY,+1M,2026-01-19,157.00,155.00,USD/JPY stratejik düşüş trendi; 2026 hedef düşük,158.00,300 pip (1.94%),❌
2025-12-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/JPY,+3M,2026-03-19,157.00,152.00,USD/JPY stratejik düşüş trendi; 2026 hedef düşük,158.00,600 pip (3.95%),❌
2025-12-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/JPY,+6M,2026-06-19,157.00,149.00,USD/JPY stratejik düşüş trendi; 2026 hedef düşük,,,⏳
2025-12-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/JPY,+12M,2026-12-19,157.00,145.00,USD/JPY stratejik düşüş trendi; 2026 hedef düşük,,,⏳
2026-01-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/JPY,+1M,2026-02-19,158.00,157.00,USD/JPY siyasi gelişmelere bağlı; aşağı yönlü,154.00,-300 pip (-1.91%),✅
2026-01-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/JPY,+3M,2026-04-19,158.00,154.00,USD/JPY siyasi gelişmelere bağlı; aşağı yönlü,,,⏳
2026-01-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/JPY,+6M,2026-07-19,158.00,151.00,USD/JPY siyasi gelişmelere bağlı; aşağı yönlü,,,⏳
2026-01-19,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/JPY,+12M,2027-01-19,158.00,147.00,USD/JPY siyasi gelişmelere bağlı; aşağı yönlü,,,⏳
2026-02-17,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/JPY,+1M,2026-03-17,154.00,153.00,USD/JPY düşüş trendi güçlü; BoJ normalleşme,158.00,500 pip (3.27%),❌
2026-02-17,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/JPY,+3M,2026-05-17,154.00,150.00,USD/JPY düşüş trendi güçlü; BoJ normalleşme,,,⏳
2026-02-17,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/JPY,+6M,2026-08-17,154.00,147.00,USD/JPY düşüş trendi güçlü; BoJ normalleşme,,,⏳
2026-02-17,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/JPY,+12M,2027-02-17,154.00,143.00,USD/JPY düşüş trendi güçlü; BoJ normalleşme,,,⏳
2026-03-20,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/JPY,+1M,2026-04-20,158.00,159.00,Enerji şoku USD/JPY'yi yüksekte tutuyor; Japonya ithalatı artıyor,,,⏳
2026-03-20,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/JPY,+3M,2026-06-20,158.00,159.00,Enerji şoku USD/JPY'yi yüksekte tutuyor; Japonya ithalatı artıyor,,,⏳
2026-03-20,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/JPY,+6M,2026-09-20,158.00,145.00,Enerji şoku USD/JPY'yi yüksekte tutuyor; Japonya ithalatı artıyor,,,⏳
2026-03-20,Danske Bank,Mohamad Al-Saraf,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/JPY,+12M,2027-03-20,158.00,150.00,Enerji şoku USD/JPY'yi yüksekte tutuyor; Japonya ithalatı artıyor,,,⏳
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,AUD/USD,+1M,2025-07-23,0.6400,0.6600,AUD commodity desteğiyle toparlanma potansiyeli; Çin talebi belirleyici,0.6500,-100 pip (-1.52%),✅
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,AUD/USD,+3M,2025-09-23,0.6400,0.6700,AUD commodity desteğiyle toparlanma potansiyeli; Çin talebi belirleyici,0.6500,-200 pip (-2.99%),✅
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,AUD/USD,+6M,2025-12-23,0.6400,0.6800,AUD commodity desteğiyle toparlanma potansiyeli; Çin talebi belirleyici,0.6600,-200 pip (-2.94%),✅
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,AUD/USD,+12M,2026-06-23,0.6400,0.6900,AUD commodity desteğiyle toparlanma potansiyeli; Çin talebi belirleyici,,,⏳
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,AUD/USD,+1M,2025-08-22,0.6500,0.6600,AUD RBA tutumu ve commodity desteğiyle olumlu,0.6500,-100 pip (-1.52%),⚠️
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,AUD/USD,+3M,2025-10-22,0.6500,0.6700,AUD RBA tutumu ve commodity desteğiyle olumlu,0.6500,-200 pip (-2.99%),⚠️
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,AUD/USD,+6M,2026-01-22,0.6500,0.6800,AUD RBA tutumu ve commodity desteğiyle olumlu,0.6700,-100 pip (-1.47%),✅
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,AUD/USD,+12M,2026-07-22,0.6500,0.6900,AUD RBA tutumu ve commodity desteğiyle olumlu,,,⏳
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,AUD/USD,+1M,2025-09-19,0.6500,0.6600,AUD RBA politikası ile destekli; yükseliş potansiyeli var,0.6500,-100 pip (-1.52%),⚠️
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,AUD/USD,+3M,2025-11-19,0.6500,0.6700,AUD RBA politikası ile destekli; yükseliş potansiyeli var,0.6500,-200 pip (-2.99%),⚠️
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,AUD/USD,+6M,2026-02-19,0.6500,0.6800,AUD RBA politikası ile destekli; yükseliş potansiyeli var,0.7100,300 pip (4.41%),✅
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,AUD/USD,+12M,2026-08-19,0.6500,0.6900,AUD RBA politikası ile destekli; yükseliş potansiyeli var,,,⏳
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,AUD/USD,+1M,2025-10-19,0.6500,0.6600,AUD Çin ekonomisine duyarlı; kısa vade stabil,0.6500,-100 pip (-1.52%),⚠️
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,AUD/USD,+3M,2025-12-19,0.6500,0.6700,AUD Çin ekonomisine duyarlı; kısa vade stabil,0.6600,-100 pip (-1.49%),✅
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,AUD/USD,+6M,2026-03-19,0.6500,0.6800,AUD Çin ekonomisine duyarlı; kısa vade stabil,0.7100,300 pip (4.41%),✅
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,AUD/USD,+12M,2026-09-19,0.6500,0.6900,AUD Çin ekonomisine duyarlı; kısa vade stabil,,,⏳
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,AUD/USD,+1M,2025-11-21,0.6500,0.6600,AUD commodity fiyatlarıyla destekli,0.6500,-100 pip (-1.52%),⚠️
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,AUD/USD,+3M,2026-01-21,0.6500,0.6700,AUD commodity fiyatlarıyla destekli,0.6700,0 pip (0.00%),✅
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,AUD/USD,+6M,2026-04-21,0.6500,0.6800,AUD commodity fiyatlarıyla destekli,,,⏳
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,AUD/USD,+12M,2026-10-21,0.6500,0.6900,AUD commodity fiyatlarıyla destekli,,,⏳
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,AUD/USD,+1M,2025-12-18,0.6500,0.6600,AUD Çin talebi ve commodity desteğiyle olumlu,0.6600,0 pip (0.00%),✅
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,AUD/USD,+3M,2026-02-18,0.6500,0.6700,AUD Çin talebi ve commodity desteğiyle olumlu,0.7100,400 pip (5.97%),✅
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,AUD/USD,+6M,2026-05-18,0.6500,0.6800,AUD Çin talebi ve commodity desteğiyle olumlu,,,⏳
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,AUD/USD,+12M,2026-11-18,0.6500,0.6900,AUD Çin talebi ve commodity desteğiyle olumlu,,,⏳
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,AUD/USD,+1M,2026-01-19,0.6600,0.6600,AUD commodity desteğiyle olumlu; yükseliş potansiyeli,0.6700,100 pip (1.52%),❌
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,AUD/USD,+3M,2026-03-19,0.6600,0.6700,AUD commodity desteğiyle olumlu; yükseliş potansiyeli,0.7100,400 pip (5.97%),✅
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,AUD/USD,+6M,2026-06-19,0.6600,0.6800,AUD commodity desteğiyle olumlu; yükseliş potansiyeli,,,⏳
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,AUD/USD,+12M,2026-12-19,0.6600,0.6900,AUD commodity desteğiyle olumlu; yükseliş potansiyeli,,,⏳
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,AUD/USD,+1M,2026-02-19,0.6700,0.6700,AUD risk iştahına duyarlı; kısa vade yükseliş,0.7100,400 pip (5.97%),❌
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,AUD/USD,+3M,2026-04-19,0.6700,0.6800,AUD risk iştahına duyarlı; kısa vade yükseliş,,,⏳
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,AUD/USD,+6M,2026-07-19,0.6700,0.6900,AUD risk iştahına duyarlı; kısa vade yükseliş,,,⏳
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,AUD/USD,+12M,2027-01-19,0.6700,0.7000,AUD risk iştahına duyarlı; kısa vade yükseliş,,,⏳
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,AUD/USD,+1M,2026-03-17,0.7100,0.7100,AUD olumlu; düşüşten toparlanma bekleniyor,0.7100,0 pip (0.00%),✅
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,AUD/USD,+3M,2026-05-17,0.7100,0.7100,AUD olumlu; düşüşten toparlanma bekleniyor,,,⏳
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,AUD/USD,+6M,2026-08-17,0.7100,0.7200,AUD olumlu; düşüşten toparlanma bekleniyor,,,⏳
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,AUD/USD,+12M,2027-02-17,0.7100,0.7300,AUD olumlu; düşüşten toparlanma bekleniyor,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,AUD/USD,+1M,2026-04-20,0.7100,0.6900,AUD enerji ve commodity ihracatçısı; güçlü,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,AUD/USD,+3M,2026-06-20,0.7100,0.6900,AUD enerji ve commodity ihracatçısı; güçlü,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,AUD/USD,+6M,2026-09-20,0.7100,0.7100,AUD enerji ve commodity ihracatçısı; güçlü,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,AUD/USD,+12M,2027-03-20,0.7100,0.7300,AUD enerji ve commodity ihracatçısı; güçlü,,,⏳
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CAD,+1M,2025-07-23,1.3800,1.3800,CAD petrol fiyatlarıyla destekli; USD/CAD aşağı yönlü,1.3700,-100 pip (-0.72%),❌
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CAD,+3M,2025-09-23,1.3800,1.3900,CAD petrol fiyatlarıyla destekli; USD/CAD aşağı yönlü,1.3800,-100 pip (-0.72%),⚠️
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CAD,+6M,2025-12-23,1.3800,1.3900,CAD petrol fiyatlarıyla destekli; USD/CAD aşağı yönlü,1.3800,-100 pip (-0.72%),⚠️
2025-06-23,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CAD,+12M,2026-06-23,1.3800,1.4000,CAD petrol fiyatlarıyla destekli; USD/CAD aşağı yönlü,,,⏳
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CAD,+1M,2025-08-22,1.3700,1.3700,CAD petrol bağlantısı; USD/CAD dar bantta,1.3800,100 pip (0.73%),❌
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CAD,+3M,2025-10-22,1.3700,1.3700,CAD petrol bağlantısı; USD/CAD dar bantta,1.4000,300 pip (2.19%),❌
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CAD,+6M,2026-01-22,1.3700,1.3800,CAD petrol bağlantısı; USD/CAD dar bantta,1.3900,100 pip (0.72%),✅
2025-07-22,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CAD,+12M,2026-07-22,1.3700,1.3800,CAD petrol bağlantısı; USD/CAD dar bantta,,,⏳
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CAD,+1M,2025-09-19,1.3800,1.3800,USD/CAD hafif düşüş bekleniyor; CAD stabil,1.3800,0 pip (0.00%),✅
